review,mojo_name,mojo_year,rt_name,genre,release_year,stream_year,critical_consensus,description
Ballistic is a generic blur of metallic blue and fireball orange set to the contrapuntal sounds of throbbing techno and eardrum-puncturing noise.,Ballistic: Ecks vs. Sever,2002,Ballistic: Ecks vs. Sever - Movie Reviews,Action,2002,2009,"A startlingly inept film, Ballistic: Ecks vs. Sever offers overblown, wall-to-wall action without a hint of wit, coherence, style, or originality.","Haunted by the mysterious death of his wife, Jeremiah Ecks (Antonio Banderas) has become a recluse, but the former FBI manhunter is blackmailed back into service to track down an unstoppable ex-DIA operative, code-named Sever (Lucy Liu), who has kidnapped the young son of the head of a secret committee of international security agencies."
"Who, exactly, is fighting whom here? Ah, yes, that would be me: fighting off the urge to doze.",Ballistic: Ecks vs. Sever,2002,Ballistic: Ecks vs. Sever - Movie Reviews,Action,2002,2009,"A startlingly inept film, Ballistic: Ecks vs. Sever offers overblown, wall-to-wall action without a hint of wit, coherence, style, or originality.","Haunted by the mysterious death of his wife, Jeremiah Ecks (Antonio Banderas) has become a recluse, but the former FBI manhunter is blackmailed back into service to track down an unstoppable ex-DIA operative, code-named Sever (Lucy Liu), who has kidnapped the young son of the head of a secret committee of international security agencies."
One of the worst movies of the year.,Ballistic: Ecks vs. Sever,2002,Ballistic: Ecks vs. Sever - Movie Reviews,Action,2002,2009,"A startlingly inept film, Ballistic: Ecks vs. Sever offers overblown, wall-to-wall action without a hint of wit, coherence, style, or originality.","Haunted by the mysterious death of his wife, Jeremiah Ecks (Antonio Banderas) has become a recluse, but the former FBI manhunter is blackmailed back into service to track down an unstoppable ex-DIA operative, code-named Sever (Lucy Liu), who has kidnapped the young son of the head of a secret committee of international security agencies."
Enough to make a critic go ballistic.,Ballistic: Ecks vs. Sever,2002,Ballistic: Ecks vs. Sever - Movie Reviews,Action,2002,2009,"A startlingly inept film, Ballistic: Ecks vs. Sever offers overblown, wall-to-wall action without a hint of wit, coherence, style, or originality.","Haunted by the mysterious death of his wife, Jeremiah Ecks (Antonio Banderas) has become a recluse, but the former FBI manhunter is blackmailed back into service to track down an unstoppable ex-DIA operative, code-named Sever (Lucy Liu), who has kidnapped the young son of the head of a secret committee of international security agencies."
"Almost completely uninvolving, as well as being impenetrable.",Ballistic: Ecks vs. Sever,2002,Ballistic: Ecks vs. Sever - Movie Reviews,Action,2002,2009,"A startlingly inept film, Ballistic: Ecks vs. Sever offers overblown, wall-to-wall action without a hint of wit, coherence, style, or originality.","Haunted by the mysterious death of his wife, Jeremiah Ecks (Antonio Banderas) has become a recluse, but the former FBI manhunter is blackmailed back into service to track down an unstoppable ex-DIA operative, code-named Sever (Lucy Liu), who has kidnapped the young son of the head of a secret committee of international security agencies."
"For years, people have joked about an action movie that might eliminate plot altogether and simply cut to the pyrotechnics. Someone has finally done it.",Ballistic: Ecks vs. Sever,2002,Ballistic: Ecks vs. Sever - Movie Reviews,Action,2002,2009,"A startlingly inept film, Ballistic: Ecks vs. Sever offers overblown, wall-to-wall action without a hint of wit, coherence, style, or originality.","Haunted by the mysterious death of his wife, Jeremiah Ecks (Antonio Banderas) has become a recluse, but the former FBI manhunter is blackmailed back into service to track down an unstoppable ex-DIA operative, code-named Sever (Lucy Liu), who has kidnapped the young son of the head of a secret committee of international security agencies."
"Some movies were made for the big screen, some for the small screen, and some, like Ballistic: Ecks vs. Sever, were made for the palm screen.",Ballistic: Ecks vs. Sever,2002,Ballistic: Ecks vs. Sever - Movie Reviews,Action,2002,2009,"A startlingly inept film, Ballistic: Ecks vs. Sever offers overblown, wall-to-wall action without a hint of wit, coherence, style, or originality.","Haunted by the mysterious death of his wife, Jeremiah Ecks (Antonio Banderas) has become a recluse, but the former FBI manhunter is blackmailed back into service to track down an unstoppable ex-DIA operative, code-named Sever (Lucy Liu), who has kidnapped the young son of the head of a secret committee of international security agencies."
"The reunion scene between Ecks and his wife is seat-squirmingly awful. It's one of the few moments where there isn't an explosion, and where we really could've used one.",Ballistic: Ecks vs. Sever,2002,Ballistic: Ecks vs. Sever - Movie Reviews,Action,2002,2009,"A startlingly inept film, Ballistic: Ecks vs. Sever offers overblown, wall-to-wall action without a hint of wit, coherence, style, or originality.","Haunted by the mysterious death of his wife, Jeremiah Ecks (Antonio Banderas) has become a recluse, but the former FBI manhunter is blackmailed back into service to track down an unstoppable ex-DIA operative, code-named Sever (Lucy Liu), who has kidnapped the young son of the head of a secret committee of international security agencies."
"Two big things are missing -- anything approaching a visceral kick, and anything approaching even a vague reason to sit through it all.",Ballistic: Ecks vs. Sever,2002,Ballistic: Ecks vs. Sever - Movie Reviews,Action,2002,2009,"A startlingly inept film, Ballistic: Ecks vs. Sever offers overblown, wall-to-wall action without a hint of wit, coherence, style, or originality.","Haunted by the mysterious death of his wife, Jeremiah Ecks (Antonio Banderas) has become a recluse, but the former FBI manhunter is blackmailed back into service to track down an unstoppable ex-DIA operative, code-named Sever (Lucy Liu), who has kidnapped the young son of the head of a secret committee of international security agencies."
A fine achievement in stupidity and dullness despite plenty of explosions.,Ballistic: Ecks vs. Sever,2002,Ballistic: Ecks vs. Sever - Movie Reviews,Action,2002,2009,"A startlingly inept film, Ballistic: Ecks vs. Sever offers overblown, wall-to-wall action without a hint of wit, coherence, style, or originality.","Haunted by the mysterious death of his wife, Jeremiah Ecks (Antonio Banderas) has become a recluse, but the former FBI manhunter is blackmailed back into service to track down an unstoppable ex-DIA operative, code-named Sever (Lucy Liu), who has kidnapped the young son of the head of a secret committee of international security agencies."
"As Graham attempts to uncover the truth about his past, the film grows increasingly convoluted, leading to a twist ending that will come as a surprise only to those who've never seen a Shannon Tweed movie.",Killing Me Softly,2002,Killing Me Softly - Movie Reviews,Mystery & Thriller,In Theaters:,2008,"Respected director Chen Kaige's first English-language film is a spectacularly misguided erotic thriller, with ludicrous plot twists and cringe-worthy dialogue.",A woman (Heather Graham) grows suspicious of her controlling husband (Joseph Fiennes) after she discovers secrets about the women in his past.
A turgid erotic thriller that plays like Zalman King-meets-vintage Brian De Palma without the latter's wit or style.,Killing Me Softly,2002,Killing Me Softly - Movie Reviews,Mystery & Thriller,In Theaters:,2008,"Respected director Chen Kaige's first English-language film is a spectacularly misguided erotic thriller, with ludicrous plot twists and cringe-worthy dialogue.",A woman (Heather Graham) grows suspicious of her controlling husband (Joseph Fiennes) after she discovers secrets about the women in his past.
A hilariously bad movie that has to be seen to be believed.,Killing Me Softly,2002,Killing Me Softly - Movie Reviews,Mystery & Thriller,In Theaters:,2008,"Respected director Chen Kaige's first English-language film is a spectacularly misguided erotic thriller, with ludicrous plot twists and cringe-worthy dialogue.",A woman (Heather Graham) grows suspicious of her controlling husband (Joseph Fiennes) after she discovers secrets about the women in his past.
"Inane and shopworn material with a truly cheesy final twist, this is made excruciating by direction that takes it all deadly seriously.",Killing Me Softly,2002,Killing Me Softly - Movie Reviews,Mystery & Thriller,In Theaters:,2008,"Respected director Chen Kaige's first English-language film is a spectacularly misguided erotic thriller, with ludicrous plot twists and cringe-worthy dialogue.",A woman (Heather Graham) grows suspicious of her controlling husband (Joseph Fiennes) after she discovers secrets about the women in his past.
